airport_id,ident,name,city,tower_frequency,is_closed,num_runway_water,num_helipad,longest_runway_length,longest_runway_width,num_runways,rating,altitude,lonx,laty
13673,62KS,Dexter Field,None,None,0,0,0,2594,109,1,1,1170,-96.49106598,38.35850906
13674,KBUG,Burlington Airport,Burlington,None,0,0,0,1150,64,1,1,1027,-95.63104248,38.10416794
13675,00KS,Hayden Farm,Gardner,None,0,0,0,1732,250,1,2,1100,-94.93080902,38.72741699
13676,06MO,Noahs Ark,Waldron,None,0,0,0,2947,18,1,3,755,-94.80153656,39.23088455
13677,09KS,Coffman,Wellsville,None,0,0,0,2768,62,2,3,970,-95.14134216,38.70569992
13678,0KS1,Shomin,Oskaloosa,None,0,0,0,1798,145,1,3,1080,-95.33750916,39.21694565
13679,0KS4,Snoopys,Overbrook,None,0,0,0,1303,183,1,2,1090,-95.60126495,38.80970383
13680,1KS9,Huff,Bonner Springs,None,0,0,0,1171,29,1,3,935,-94.94959259,39.04524994
13681,23KS,Ney,Bonner Springs,None,0,0,0,1331,32,1,2,950,-94.94794464,39.07091904
13682,2KS9,Starshire Farm,Topeka,None,0,0,0,1503,267,1,2,990,-95.59215546,38.90298462
13683,33KS,Buena Terra,Topeka,None,0,0,0,2553,59,2,3,950,-95.60991669,39.15274048
13684,47KS,Maxwell,Baldwin City,None,0,0,0,2513,50,1,2,1011,-95.27450562,38.77133179
13685,4KS1,Amar Farms,Wellsville,None,0,0,0,2565,23,1,3,1020,-95.0329361,38.68431473
13686,4KS2,Ingels Aerodrome,De Soto,None,0,0,0,1238,37,1,0,960,-94.9541626,39.01940536
13687,51K,Cedar Air Park,Olathe,None,0,0,0,2448,76,1,3,1009,-94.88481903,38.93109131
13688,52KS,Bland,Eudora,None,0,0,0,2574,43,1,1,935,-95.13146973,38.90249252
13689,54KS,Michael,Wellsville,None,0,0,0,1800,41,1,0,1020,-95.10054016,38.79942703
13690,5KS1,Threshing Bee,Mclouth,None,0,0,0,1604,32,1,1,1150,-95.21572113,39.19200134
13691,71KS,Stonehenge,Williamstown,None,0,0,0,1764,62,1,0,1030,-95.29587555,39.10427475
13692,7KS0,Flying T,Oskaloosa,None,0,0,0,1816,40,1,1,1160,-95.31725311,39.27106857
13693,7KS2,Cloud,Overbrook,None,0,0,0,2132,52,1,1,1020,-95.46800232,38.85070038
13694,7MO5,Elton Field,Platte City,None,0,0,0,1730,66,1,0,762,-94.81188965,39.33465195
13695,85KS,Sanders,Winchester,None,0,0,0,1161,60,1,0,1074,-95.21505737,39.30075455
13696,86KS,Weiss,Spring Hill,None,0,0,0,988,64,1,0,1031,-94.82485199,38.7065773
13697,8KS1,Neu Field,Basehor,None,0,0,0,2289,46,1,1,956,-94.97865295,39.16894913
13698,90KS,Sunset Strip Airpark,Topeka,None,0,0,0,2198,91,1,1,1075,-95.59355164,38.98234558
13699,K34,Gardner Mun,Gardner,None,0,0,0,3435,135,3,3,1034,-94.95600128,38.80710602
13700,K64,Vinland Valley,Baldwin City,None,0,0,0,3218,47,1,3,890,-95.18196869,38.83613205
13701,KFLV,Sherman AAF,Ft Leavenworth,None,0,0,0,5302,93,1,3,768,-94.91436768,39.36760712
13702,KIXD,New Century Aircenter,Olathe,133.000Mhz,0,0,0,7291,137,2,4,1071,-94.89006042,38.83123779
13703,KLWC,Lawrence Mun,Lawrence,None,0,0,0,5707,88,2,3,830,-95.21666718,39.01099777
13704,KMCI,Kansas City Intl,Kansas City,125.750Mhz,0,0,0,10802,142,3,4,1005,-94.71341705,39.29714966
13705,KOJC,Johnson County Executive,Olathe,126.000Mhz,0,0,0,4095,71,1,4,1073,-94.73758698,38.84760284
13706,KTOP,Philip Billard Muni,Topeka,118.700Mhz,0,0,0,5093,100,2,4,879,-95.62253571,39.06873322
13707,MU71,Vandahl,Weston,None,0,0,0,1264,67,1,1,1020,-94.85817719,39.35046768
13708,SN22,Hoelting,Basehor,None,0,0,0,2073,49,1,1,960,-94.95619202,39.1121254
13709,SN45,Michael's,Lawrence,None,0,0,0,2303,66,1,0,1105,-95.26702118,38.82814407
13710,SN78,Albright,Bucyrus,None,0,0,0,1556,53,1,1,1045,-94.71928406,38.69815445
13711,SN81,Hancock,Piper,None,0,0,0,1278,40,1,1,938,-94.87012482,39.18136978
13712,SN83,Highcrest Air Park,Lansing,None,0,0,0,2318,54,1,0,1000,-94.95129395,39.22682953
13713,SN84,Blaser's,Leavenworth,None,0,0,0,1299,43,1,0,1000,-94.98781586,39.27097321
13714,SN85,Fox Fire,Wellsville,None,0,0,0,1161,53,1,1,1077,-95.1056366,38.73483276
13715,SN90,d'Field,Mclouth,None,0,0,0,2022,40,1,0,1100,-95.19229126,39.22668457
13716,KEDA,Edwardsville Airport,Edwardsville,None,0,0,0,1203,44,1,1,1006,-94.82190704,39.09896851
13717,KEDR,Edgerton Airport,Edgerton,None,0,0,0,1744,116,2,3,1039,-95.03224945,38.74959564
13718,0L8,Heart,Kansas City,None,0,0,0,1613,106,1,3,751,-94.49578094,39.08008575
13719,0MU7,Lambs Field,Lone Jack,None,0,0,0,2273,223,1,3,1070,-94.14242554,38.87830734
13720,0N0,Roosterville,Liberty,None,0,0,0,2727,15,1,3,1003,-94.44245911,39.28982925
13721,19K,Villnave,Belton,None,0,0,0,2131,107,1,3,1106,-94.59510803,38.77033234
13722,20MO,Royal Wood Aerodrome,Kearney,None,0,0,0,3433,79,1,3,783,-94.3186264,39.3584137
13723,29MO,Rollert Farm,Smithville,None,0,0,0,969,27,1,2,1000,-94.51778412,39.35168076
13724,2M1,Harry S Truman Rgnl,Bates City,None,0,0,0,4441,70,1,3,855,-94.08654785,39.01977539
13725,2MO0,Fletcher Field,Centerview,None,0,0,0,1814,82,1,2,805,-93.86422729,38.79739761
13726,2MO9,Runway Ranch,Kansas City,None,0,0,0,837,48,1,2,929,-94.44901276,38.95238876
13727,3EX,Excelsior Springs Memorial,Excelsior Springs,None,0,0,0,2004,42,1,3,995,-94.19743347,39.33729172
13728,3GV,East Kansas City,Grain Valley,None,0,0,0,4504,43,2,3,821,-94.21438599,39.01494598
13729,3MO6,Kitty Hawk Estates,Kearney,None,0,0,0,2172,73,1,3,1000,-94.48339081,39.33594131
13730,43MO,Riordan,Pleasant Hill,None,0,0,0,2426,22,1,3,973,-94.37010193,38.78339386
13731,4K3,Lexington Mun,Lexington,None,0,0,0,3295,40,3,3,690,-93.92823792,39.20998383
13732,4MO0,Fender J H,Kingsville,None,0,0,0,1406,39,1,1,875,-94.0597229,38.69656754
13733,4MO4,Liberty Landing,Liberty,None,0,0,0,1965,16,1,1,720,-94.33137512,39.2179451
13734,4MO8,Martens,Atherton,None,0,0,0,2075,157,1,0,720,-94.266716,39.20675659
13735,4MO9,Friends Field,Lone Jack,None,0,0,0,1642,58,1,0,1100,-94.10732269,38.89333344
13736,5MO2,Independence Memorial,Independence,None,0,0,0,2375,98,1,0,756,-94.34192657,39.06593323
13737,62MO,Washburn Farm,Grain Valley,None,0,0,0,2761,82,1,1,855,-94.20290375,39.06064606
13738,63K,Hillside,Stilwell,None,0,0,0,1948,62,1,0,1025,-94.60949707,38.82121277
13739,6MO9,West Aero Ranch,Peculiar,None,0,0,0,1335,82,2,1,977,-94.47332001,38.69994736
13740,79MU,Dunham Pvt,Smithville,None,0,0,0,2671,41,1,1,1000,-94.55807495,39.32964706
13741,87MO,Richters,East Lynne,None,0,0,0,2804,95,1,1,915,-94.25792694,38.69548798
13742,8KS7,Pine Sod Ranch,Stilwell,None,0,0,0,1739,19,2,0,1080,-94.64562225,38.73311234
13743,8MO3,Curtis Field,Richmond,None,0,0,0,2127,49,2,3,760,-93.94063568,39.32570267
13744,KRCM,Skyhaven,Warrensburg,None,0,0,0,4182,67,2,3,791,-93.80290985,38.78367233
13745,KGPH,Clay Co Regl,Mosby,None,0,0,0,5501,98,1,3,776,-94.30965424,39.3325119
13746,KGVW,Richards-Gebaur Meml,Kansas City,124.200Mhz,0,0,0,8700,140,1,3,1065,-94.56054688,38.84337997
13747,KLXT,Lee's Summit Mun,Lee's Summit,None,0,0,0,5496,97,2,3,993,-94.37151337,38.95898438
13748,KMKC,Charles B Wheeler Downtown,Kansas City,133.300Mhz,0,0,0,6829,148,2,4,747,-94.59285736,39.12278366
13749,MO29,Inter-State,Pleasant Hill,None,0,0,0,1792,50,1,0,949,-94.33372498,38.77172852
13750,MO37,Ridgeview Ranch,Harrisonville,None,0,0,0,2297,70,2,1,985,-94.37969208,38.72180176
13751,MO98,Danford's Field,Cleveland,None,0,0,0,1613,38,1,0,985,-94.5854187,38.71321869
13752,MU20,Robbins,Odessa,None,0,0,0,1609,147,1,1,910,-93.9649353,38.94696426
13753,MU26,Robinson,Belton,None,0,0,0,2249,32,1,0,1087,-94.55899048,38.77086639
13754,MU84,Michael Farm,Lone Jack,None,0,0,0,916,55,1,1,1050,-94.23002625,38.8995018
13755,MU85,Thomas,Oak Grove,None,0,0,0,1929,66,1,1,890,-94.12582397,38.95059967
13756,KGRW,Grandview Airport,Grandview,None,0,0,0,1069,34,2,0,986,-94.60900116,38.8868866
13757,0KS2,Kellie Mann Airfield,Ottawa,None,0,0,0,584,58,1,2,971,-95.31510925,38.55686951
13758,0KS3,Camp Chippewa,Ottawa,None,0,0,0,1092,121,1,2,1127,-95.3686142,38.56307983
13759,14KS,G & S Space Port,Parker,None,0,0,0,2568,155,1,3,940,-94.90449524,38.26929474
13760,1KS1,Cochran,Richmond,None,0,0,0,2599,71,1,3,1005,-95.22644043,38.45929718
13761,28KS,Highland Farm,Rantoul,None,0,0,0,1839,82,1,2,1010,-95.15794373,38.54240417
13762,40KS,Chanay,Williamsburg,None,0,0,0,1028,82,1,2,1110,-95.44830322,38.54078674
13763,57K,Gilmore,Pleasanton,None,1,0,0,2878,26,1,0,891,-94.74745178,38.12835312
13764,68KS,Cloud 9,Paola,None,0,0,0,2549,70,1,0,1062,-94.78282928,38.5671463
13765,69KS,Chiles Airpark,Chiles,None,0,0,0,2617,82,1,1,1064,-94.74255371,38.66867828
13766,7KS6,Linders Cow-Chip,Louisburg,None,0,0,0,2435,114,1,1,985,-94.76784515,38.62694168
13767,9KS1,Hartland,Wellsville,None,0,0,0,1757,73,1,1,993,-95.09148407,38.66160965
13768,9KS7,Miller,Harris,None,0,0,0,2560,52,1,1,1000,-95.44314575,38.27758408
13769,K68,Garnett Mun,Garnett,None,0,0,0,2654,49,2,3,989,-95.21465302,38.27695847
13770,K81,Miami Co,Paola,None,0,0,0,3394,61,2,3,937,-94.92022705,38.54008484
13771,KOWI,Ottawa Mun,Ottawa,None,0,0,0,4461,75,2,3,962,-95.25376892,38.53879929
13772,SN14,Schoolcraft,Agricola,None,0,0,0,2512,48,1,1,1146,-95.51729584,38.42293167
13773,SN26,Horttor,Blue Mound,None,0,0,0,1492,165,1,0,975,-95.00283051,38.17768097
13774,SN42,Harrod,Ottawa,None,0,0,0,1384,36,2,1,998,-95.20575714,38.56090164
13775,SN72,Graham Farms,Harris,None,0,0,0,2174,34,1,1,985,-95.44087982,38.29929352
13776,SN88,Crosswind Airfield,Louisburg,None,0,0,0,1644,69,1,1,1125,-94.71674347,38.57131577
13777,SN89,Somerset,Louisburg,None,0,0,0,1265,75,1,1,1088,-94.72676849,38.53639221
13778,1KS,Linn County,Pleasanton,None,0,0,0,2988,60,1,3,845,-94.69036865,38.17338181
13779,82KS,Greg Post Farms,Mound City,None,0,0,0,2230,51,1,1,884,-94.85803986,38.01251221
13780,KPAQ,Paola Airport,Paola,None,0,0,0,1864,21,1,0,913,-94.9250946,38.60295105
13781,03MU,McDonnell,Archie,None,0,0,0,2242,20,1,3,874,-94.41239929,38.49203491
13782,0MO0,Ferros Ranch-Aero,Clinton,None,0,0,0,1190,82,1,2,775,-93.84860992,38.41004562
13783,0MO1,Flying G,Creighton,None,0,0,0,2765,49,1,2,920,-94.09688568,38.54648209
13784,0MO3,Veach Field,Drexel,None,0,0,0,2300,47,1,3,938,-94.52155304,38.6251564
13785,1MO2,Hart,Freeman,None,0,0,0,1290,51,1,2,825,-94.47730255,38.54990768
13786,1MU4,Short Air,Warrensburg,None,0,0,0,1931,52,1,3,840,-93.7793045,38.65161514
13787,28MO,Pasley,Roscoe,None,0,0,0,2129,97,1,2,790,-93.81919861,37.97384262
13788,2MO4,Breckenridge,Rockville,None,0,0,0,2519,73,1,2,805,-94.17601776,38.11425781
13789,5MO6,Apache Flats,Rich Hill,None,0,0,0,2240,40,1,0,790,-94.34711456,38.10171509
13790,6KS5,Yeamans Fox Nest,Pleasanton,None,0,0,0,2443,69,1,1,780,-94.66298676,38.22681808
13791,89MO,Bishop's Landing,Westline,None,0,0,0,2589,56,1,1,1000,-94.58382416,38.57939529
13792,KBUM,Butler Meml,Butler,None,0,0,0,3964,70,1,3,882,-94.34011841,38.28976822
13793,KLRY,Smith Meml,Harrisonville,None,0,0,0,3969,74,1,3,895,-94.34350586,38.61019135
13794,MO75,Brownsberger,Montrose,None,0,0,0,1282,52,1,1,794,-94.05138397,38.3026886
13795,MU03,Leo's Angus Ranch,Dayton,None,0,0,0,1320,16,1,1,900,-94.19512177,38.48043442
13796,MU07,Angle Bar M,Adrian,None,0,0,0,1787,109,1,1,900,-94.30966187,38.39428329
13797,MU55,Bauer Pgi,Appleton City,None,0,0,0,426,47,1,1,838,-94.17281342,38.13683319
13798,MU62,Hilltop,Drexel,None,0,0,0,1231,64,1,1,1001,-94.59105682,38.56337738
13799,KLOI,Louisburg Airport,Louisburg,None,0,0,0,2092,62,1,0,1002,-94.55318451,38.47922516
13800,07KS,Heape Field,Augusta,None,0,0,0,2052,63,1,2,1321,-96.93675232,37.73321915
13801,0KS6,Kendrigan,Peck,None,0,0,0,2092,129,1,2,1238,-97.3183136,37.44005585
13802,0KS9,Lmn 120,Douglas,None,0,0,0,3344,73,2,3,1288,-96.92170715,37.51647949
13803,12KS,Sooter,Sedgwick,None,0,0,0,2579,55,1,3,1388,-97.49398041,37.93773651
13804,13KS,Daniel's Landing,Andover,None,0,0,0,2345,37,1,3,1327,-97.10958099,37.6974678
13805,18KS,Cherokee Strip,Udall,None,0,0,0,2471,126,1,3,1270,-97.1082077,37.3724556
13806,1K1,Lloyd Stearman Field,Benton,None,0,0,0,5007,75,1,3,1356,-97.11327362,37.77458572
13807,20KS,Airpark Estates,Augusta,None,0,0,0,1808,29,1,3,1340,-96.88547516,37.67572403
13808,35KS,Selby Farm,Derby,None,0,0,0,1045,82,1,3,1241,-97.3114624,37.53348923
13809,3AU,Augusta Mun,Augusta,None,0,0,0,4186,57,1,3,1317,-97.07787323,37.67161942
13810,3KS3,Rogers,Udall,None,0,0,0,1750,25,1,3,1208,-97.19431305,37.40370178
13811,3KS5,High Point,Valley Center,None,0,0,0,2531,62,1,3,1390,-97.35140228,37.84263611
13812,3KS7,Berwick,Valley Center,None,0,0,0,2302,64,1,3,1361,-97.34931946,37.82884979
13813,44KS,Vankirk,Wichita,None,0,0,0,2506,30,1,3,1349,-97.16249084,37.61032104
13814,46KS,Hidden Valley,Valley Center,None,0,0,0,2630,58,1,0,1345,-97.3631134,37.83221054
13815,4KS7,Butler Airpark,Rose Hill,None,0,0,0,2635,40,1,1,1310,-97.06474304,37.55944824
13816,55K,Oxford Muni,Oxford,None,0,0,0,3362,58,1,3,1193,-97.09339905,37.26910782
13817,60KS,Alley Field,Douglass,None,0,0,0,1197,87,1,1,1260,-96.99964142,37.51398087
13818,4KS5,Maize,Wichita,None,0,0,0,2317,109,1,1,1336,-97.43597412,37.76311874
13819,71K,Westport,Wichita,None,0,0,0,2489,23,1,3,1290,-97.38371277,37.64773178
13820,72K,Westport Auxiliary,Wichita,None,0,0,0,1634,38,1,3,1271,-97.35887909,37.60303879
13821,K32,Riverside,Wichita,None,1,0,0,3192,37,1,3,1332,-97.40605164,37.74623108
13822,K50,Cook,Derby,None,0,0,0,3459,34,2,3,1334,-97.17434692,37.5656929
13823,KAAO,Colonel James Jabara,Wichita,None,0,0,0,6064,91,1,3,1411,-97.22113037,37.74758148
13824,KBEC,Beech Factory,Wichita,126.800Mhz,0,0,0,7997,100,1,4,1390,-97.2149353,37.69391632
13825,KCEA,Cessna Acft Field,Wichita,None,0,0,0,3870,36,1,3,1373,-97.25061035,37.6485939
13826,KEGT,Wellington Mun,Wellington,None,0,0,0,4194,100,1,3,1274,-97.38837433,37.32361221
13827,KEQA,Capt Thomas/El Dorado,El Dorado,None,0,0,0,4209,73,2,3,1376,-96.81773376,37.77412033
13828,KIAB,Mc Connell Afb,Wichita,127.250Mhz,0,0,0,12002,145,2,4,1353,-97.26763153,37.62311554
13829,KICT,Wichita Mid-Continent,Wichita,118.200Mhz,0,0,0,10289,147,3,4,1323,-97.43218994,37.65019226
13830,SN10,Belle Plaine Farms,Belle Plaine,None,0,0,0,2569,69,1,1,1193,-97.20985413,37.39558411
13831,SN16,Curtis,Kechi,None,0,0,0,605,60,1,1,1412,-97.26932526,37.85494614
13832,SN18,Sills Air Park,Augusta,None,0,0,0,993,111,1,0,1295,-97.02103424,37.66732788
13833,SN20,Brady-Pippin,Augusta,None,0,0,0,913,71,1,1,1300,-97.04705048,37.71728897
13834,SN32,Rands,Belle Plaine,None,0,0,0,1602,175,1,1,1208,-97.26952362,37.42538452
13835,SN34,Rucker,Clearwater,None,0,0,0,2615,82,1,1,1300,-97.49239349,37.57371902
13836,SN40,Olson Aerodrome,Derby,None,0,0,0,1839,41,1,1,1332,-97.20214081,37.52364349
13837,SN46,Taylor,Benton,None,0,0,0,2455,267,2,1,1340,-97.07287598,37.87400818
13838,SN52,Pilot Pointe Estates,Douglass,None,0,0,0,2510,62,1,1,1229,-97.01262665,37.47935867
13839,SN58,Foster Field,El Dorado,None,0,0,0,1140,69,1,1,1440,-96.64684296,37.87078476
13840,SN68,Lil Bird,Valley Center,None,0,0,0,2089,71,1,0,1453,-97.30901337,37.87876892
13841,KHAY,Haysville Airport,Haysville,None,0,0,0,1215,29,1,0,1283,-97.39257813,37.54052353
13842,KTOW,Towanda Airport,Towanda,None,0,0,0,2019,48,1,1,1307,-97.03308105,37.7712822
13843,05KS,Darbro Field,Elk City,None,0,0,0,2566,74,1,3,945,-95.95902252,37.26599121
13844,13K,Lt William M Milliken,Eureka,None,0,0,0,3497,60,2,3,1201,-96.29220581,37.85196304
13845,1K7,Fredonia,Fredonia,None,0,0,0,4582,47,1,3,878,-95.83718109,37.5807457
13846,2K6,Elk Co,Moline,None,0,0,0,2533,40,1,3,1058,-96.27110291,37.38092041
13847,2K7,Neodesha Muni,Neodesha,None,0,0,0,3002,46,2,3,832,-95.64595032,37.4355011
13848,2KS2,Stuber Flying Ranch,Severy,None,0,0,0,1236,223,1,2,1200,-96.30675507,37.64845276
13849,45KS,Liebau Ranch,Grenola,None,0,0,0,2463,52,1,3,1250,-96.45314789,37.40564346
13850,8K5,Yates Center,Yates Center,None,0,0,0,3025,160,1,0,1133,-95.74785614,37.85462952
13851,07S,Beaumont Hotel,Beaumont,None,0,0,0,2201,173,1,2,1600,-96.5279007,37.65917587
13852,SN44,Bob Faler,Elk City,None,0,0,0,835,72,1,0,830,-95.89906311,37.29995728
13853,27OK,Thomas Landing,Ponca City,None,0,0,0,2337,72,1,2,1110,-96.96459961,36.74252701
13854,30KS,Tyler,Arkansas City,None,0,0,0,1180,82,1,3,1200,-97.07373047,37.13068771
13855,KBKN,Blackwell-Tonkawa Mun,Blackwell,None,0,0,0,3478,60,1,3,1019,-97.34963226,36.74510193
13856,6OK6,Earl Henry,Blackwell,None,0,0,0,2122,74,1,1,1054,-97.31335449,36.79263687
13857,KPNC,Ponca City Rgnl,Ponca City,None,0,0,0,7184,150,1,3,1000,-97.09980011,36.73193359
13858,KWLD,Strother,Winfield-Arkansas City,None,0,0,0,5469,96,2,3,1155,-97.03804779,37.16818619
13859,OK48,Grass Roots,Newkirk,None,0,0,0,2445,75,1,1,1113,-97.09525299,36.87268829
13860,OK49,Secrest Ranch,Ponca City,None,0,0,0,1192,82,1,1,1050,-97.01583862,36.65731049
13861,00FD,Davis Field,None,None,0,0,0,1972,57,1,3,1184,-96.96047974,37.25502396
13862,3KS2,Munson Field,None,None,0,0,0,1694,56,1,1,1153,-96.99878693,37.06078339
13863,KARK,Arkansas City Airport,Arkansas City,None,0,0,0,2279,106,1,0,1176,-97.03491974,37.00912094
13864,KARS,Arkansas City Airport,Arkansas City,None,1,0,0,3827,141,2,0,1240,-97.15778351,37.04869461
13865,2KS0,Rupp,Sedan,None,0,0,0,855,38,1,2,965,-96.0776825,37.20800018
13866,61K,Sedan City,Sedan,None,0,0,0,3263,111,2,1,1005,-96.18534851,37.14805984
13867,9OK3,Flying Eagle Estates,Bartlesville,None,0,0,0,1965,39,1,0,690,-95.8401947,36.70368576
13868,H76,Pawhuska Mun,Pawhuska,None,0,0,0,3189,56,1,3,1000,-96.40543365,36.67198181
13869,KBVO,Bartlesville Mun,Bartlesville,None,0,0,0,6848,91,1,3,699,-96.01115417,36.76334381
13870,KIDP,Independence Mun,Independence,None,0,0,0,5453,90,2,3,820,-95.77964783,37.15816116
13871,OL92,Hi-Way,Bartlesville,None,0,0,0,1789,91,1,1,672,-95.95024109,36.78194809
13872,KDAK,Caney Airport,Caney,None,0,0,0,2170,132,1,0,730,-95.94520569,37.01724243
13873,KDEY,Dewey Airport,Dewey,None,0,0,0,1732,56,1,0,806,-95.88536835,36.84965134
13874,KDOF,Coffeyville Airport,Coffeyville,None,0,0,0,2694,129,1,1,738,-95.63150787,36.99451065
13875,KPAJ,Pawhuska Airport,Pawhuska,None,0,0,0,3476,49,1,1,1306,-96.55197144,36.96012497
13876,KPAS,Pawhuska Airport,Pawhuska,None,0,0,0,5241,82,1,0,1274,-96.54556274,36.76034927
13877,KPAW,Pawhuska Airport,Pawhuska,None,0,0,0,3049,178,1,2,1263,-96.5528183,36.76946259
13878,0KS8,Pearce Field,Parsons,None,0,0,0,1613,54,1,2,944,-95.37599945,37.38174438
13879,11KS,Squadron Field,Erie,None,0,0,0,1238,82,1,1,932,-95.24192047,37.46222305
13880,36KS,White Farms,Galesburg,None,0,0,0,3107,47,1,3,996,-95.3436203,37.47550583
13881,74KS,Ensminger,Moran,None,0,0,0,2122,170,1,1,1070,-95.21629333,37.93099213
13882,7KS3,Youvan,Arma,None,0,0,0,2965,77,1,1,1000,-94.69647217,37.52945328
13883,8KS5,Blue Sky,Parsons,None,0,0,0,2137,40,1,1,890,-95.28030396,37.31614685
13884,K88,Allen Co,Iola,None,0,0,0,5498,97,1,3,1010,-95.38700867,37.86821365
13885,KCNU,Chanute Martin Johnson,Chanute,None,0,0,0,4255,62,1,3,993,-95.48670959,37.66788101
13886,KFSK,Ft Scott Mun,Ft Scott,None,0,0,0,4385,68,1,3,910,-94.76930237,37.7983551
13887,KPPF,Tri-City,Parsons,None,0,0,0,4961,75,3,3,883,-95.5098114,37.33190536
13888,KPTS,Atkinson Mun,Pittsburg,None,0,0,0,5456,92,2,3,933,-94.73123169,37.4491806
13889,SN41,Ziggy Carline,Girard,None,0,0,0,1344,71,1,0,1300,-94.82688141,37.50331879
13890,KIOL,Iola Airport,Iola,None,0,0,0,2263,54,1,0,1003,-95.3502655,37.91134644
13891,KIOO,Iola Airport,Iola,None,0,0,0,1976,98,1,1,1034,-95.26268768,37.91884995
13892,08MO,Twin Oaks,Jasper,None,0,0,0,2632,69,2,3,955,-94.28419495,37.39488983
13893,1MO9,Eagle's Point & Red Barn Village Arpk,Greenfield,None,0,0,0,1532,61,1,3,1029,-93.85141754,37.47623825
13894,4MO5,Boehne Field,Lockwood,None,0,0,0,1560,82,1,0,1120,-93.99668884,37.37130356
13895,78MU,Stony Branch,Jasper,None,0,0,0,2301,56,1,0,1025,-94.19537354,37.29730225
13896,87K,El Dorado Springs Meml,El Dorado Springs,None,0,0,0,3292,47,2,3,920,-93.99742889,37.85716629
13897,KLLU,Lamar Mun,Lamar,None,0,0,0,3996,75,2,3,1001,-94.31195831,37.48645782
13898,KNVD,Nevada Mun,Nevada,None,0,0,0,4998,75,2,3,880,-94.30451202,37.85257721
13899,MO3,Stockton Mun,Stockton,None,0,0,0,3019,51,1,3,1036,-93.81684875,37.66030121
13900,MU27,Woodfield Airpark Inc,Lockwood,None,0,0,0,2518,56,2,1,1050,-93.92945862,37.46828842
13901,SN69,Emmerson,Hammond,None,0,0,0,2007,76,1,1,860,-94.64237976,37.93111038
13902,3KS8,Reed-Wilsonton,Altamont,None,0,0,0,2370,51,1,2,919,-95.33330536,37.25656509
13903,3O9,Grand Lake Regl,Afton,None,0,0,0,3978,74,1,3,792,-94.86181641,36.5774498
13904,3OL8,Harrison,Welch,None,0,0,0,4538,40,1,3,801,-95.14812469,36.87916946
13905,45OK,Belleview Landing,South Coffeyville,None,0,0,0,1674,13,1,2,775,-95.60797882,36.91335297
13906,69OK,Green Country Airpark,Fairland,None,0,0,0,2420,82,1,1,840,-94.85069275,36.72887039
13907,70OK,Old 66 Strip,Miami,None,0,0,0,2585,110,1,1,853,-94.90402222,36.83369446
13908,78KS,Walter A Swalley Airpark,Baxter Springs,None,0,0,0,2858,44,1,3,840,-94.79986572,37.02072144
13909,H04,Vinita Mun,Vinita,None,0,0,0,4208,60,1,3,687,-95.15172577,36.61463547
13910,H66,Nowata Mun,Nowata,None,0,0,0,2503,48,1,3,679,-95.62202454,36.7220459
13911,K67,Oswego Mun,Oswego,None,0,0,0,2497,51,1,3,829,-95.04145813,37.15937805
13912,KCFV,Coffeyville Mun,Coffeyville,None,0,0,0,5859,100,2,3,747,-95.5714798,37.09368896
13913,KGMJ,Grove Mun,Grove,None,0,0,0,5241,75,1,3,823,-94.73854828,36.60671616
13914,KMIO,Miami Mun,Miami,None,0,0,0,5009,104,1,3,803,-94.88743591,36.90922928
13915,KALA,Altamont Airport,Altamont,None,0,0,0,3945,91,3,3,929,-95.35087585,37.12740326
13916,02MU,Timber Line Airpark,Cassville,None,0,0,0,1877,82,1,3,1533,-93.80234528,36.65565872
13917,0MU1,Sunderland,Avilla,None,0,0,0,2086,107,1,2,1027,-94.1736145,37.24708176
13918,25MO,Cook,Carl Junction,None,0,0,0,1753,82,1,2,920,-94.55117798,37.18574524
13919,27MO,Route 66 Airfield,Carthage,None,0,0,0,2551,82,1,3,1055,-94.22440338,37.19401932
13920,2MO,Mount Vernon Muni,Mt Vernon,None,0,0,0,3177,60,1,3,1236,-93.88420105,37.06773376
13921,2MO8,Frerer Strip,Carthage,None,0,0,0,1671,99,1,2,1020,-94.3636322,37.13509369
13922,33MO,Leaming Field,Golden City,None,0,0,0,1877,60,1,2,1131,-94.05677795,37.25161362
13923,3MO5,Nimsick,Carthage,None,0,0,0,2517,155,1,3,1095,-94.21656036,37.12831879
13924,44MU,Lynch Field,Granby,None,0,0,0,1650,53,1,3,1170,-94.30986023,36.90811539
13925,56MO,McClurg,Monett,None,0,0,0,701,62,1,0,1376,-93.92391968,36.9712944
13926,70MO,Andrews,Carthage,None,0,0,0,1903,80,1,1,1082,-94.1520462,37.20999146
13927,77MO,Springhill,Mount Vernon,None,0,0,0,1509,82,1,1,1305,-93.76895142,37.08939362
13928,94K,Cassville Mun,Cassville,None,0,0,0,3559,55,1,3,1475,-93.90047455,36.69740677
13929,H20,Myers Park Meml Muni,Carthage,None,0,0,0,2226,47,2,3,1071,-94.31561279,37.14402771
13930,KEOS,Neosho Robinson,Neosho,None,0,0,0,4993,94,1,3,1237,-94.391716,36.81079102
13931,KJLN,Joplin Rgnl,Joplin,119.800Mhz,0,0,0,6493,94,3,4,963,-94.49796295,37.1510849
13932,KHFJ,Monett Mun,Monett,None,0,0,0,4999,68,1,3,1306,-94.01275635,36.90621948
