airport_id,ident,name,city,tower_frequency,is_closed,num_runway_water,num_helipad,longest_runway_length,longest_runway_width,num_runways,rating,altitude,lonx,laty
1,UHMI,Mys Shmidta Airport,Egvekinot,None,0,0,0,8169,193,1,3,3,-179.3755341,68.86857605
3,PALU,Cape Lisburne Lrrs,Cape Lisburne,None,0,0,0,5152,206,1,3,13,-166.1118317,68.87518311
4,PAPO,Point Hope,Point Hope,None,0,0,0,3998,75,1,3,18,-166.7992859,68.34874725
7,Z53,Cape Sabine,Cape Beaufort,None,0,0,0,3059,100,1,0,245,-163.8580627,69.02394867
8,PPIZ,Point Lay Lrrs,Point Lay,None,0,0,0,4930,147,1,3,23,-163.0052795,69.73288727
9,2AK8,Icy Cape AFS,Icy Cape,None,0,0,0,3497,82,1,2,48,-161.9049835,70.29421997
10,PAVL,Kivalina,Kivalina,None,0,0,0,3249,60,1,3,17,-164.5630341,67.73590851
11,PAWN,Noatak,Noatak,None,0,0,0,4910,149,1,3,88,-162.9799042,67.56161499
17,PAWT,Wainwright AS,Wainwright,None,0,0,0,3081,96,1,1,35,-159.8638458,70.61380005
18,PAWI,Wainwright,Wainwright,None,0,0,0,5030,153,1,3,41,-159.9945526,70.6379776
21,PABR,Wiley Post-Will Rogers Memoria,Barrow,None,0,0,0,6701,149,1,3,44,-156.7653961,71.28548431
22,PABO,Point Barrow LRRS Airstrip,Barrow,None,0,0,0,4516,144,1,3,29,-156.6362152,71.3391571
23,PATQ,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,None,0,0,0,5017,167,1,3,100,-157.4356995,70.46713257
24,0AK2,Cape Simpson,Cape Simpson,None,0,0,0,1929,64,1,3,11,-154.7380066,71.05806732
29,AK71,Lonely AS,Lonely,None,0,0,0,4518,142,1,3,17,-153.2360077,70.91107178
30,3AK9,Kogru River,Kogru River,None,0,0,0,1383,85,1,2,29,-152.2588043,70.5742569
31,PALP,Alpine Airstrip,Deadhorse,None,0,0,0,5132,159,1,3,21,-150.9452362,70.34413147
32,AK20,Cd-3 Airstrip,Nuiqsut,None,0,0,0,3007,89,1,3,7,-150.8892517,70.4199295
37,4AK1,Inigok,Deadhorse,None,0,0,0,5000,137,1,0,175,-153.0775604,70.00382996
38,PAUM,Umiat,Umiat,None,0,0,0,5596,100,1,3,267,-152.1350403,69.37111664
39,PAQT,Nuiqsut,Nuiqsut,None,0,0,0,5078,162,1,3,41,-151.0070953,70.20976257
40,PAKP,Anaktuvuk Pass,Anaktuvuk Pass,None,0,0,0,5452,112,1,3,2079,-151.7432861,68.13365173
45,PADK,Adak,Adak I,None,0,0,0,7848,202,2,3,18,-176.646225,51.87794876
47,UHMD,Provideniya Bay,Provideniya Bay,119.300Mhz,0,0,0,5934,217,1,3,46,-173.2433472,64.3782196
49,PAAK,Atka,Atka,None,0,0,0,4756,83,1,3,44,-174.2062988,52.22053528
51,PASN,St Paul Island,St Paul I,None,0,0,0,6456,144,1,3,53,-170.2225647,57.16635513
52,PAPB,St George,St George,None,0,0,0,4964,147,1,3,125,-169.663681,56.57735825
55,PAKO,Nikolski As,Nikolski,None,0,0,0,3190,63,1,3,60,-168.849411,52.94152451
57,PASH,Shishmaref,Shishmaref,None,0,0,0,4966,73,1,3,13,-166.0894318,66.24958038
58,PAIW,Wales,Wales,None,0,0,0,4613,176,1,3,21,-168.094986,65.62259674
59,3Z1,Feather River,Feather River,None,0,0,0,1253,161,1,3,325,-166.1337128,64.83260345
60,PATE,Teller,Teller,None,0,0,0,2994,37,1,3,289,-166.339325,65.24037933
61,PAPC,Port Clarence Cgs,Port Clarence,None,0,0,0,4484,97,1,3,5,-166.8577118,65.25348663
62,PFKT,Brevig Mission,Brevig Mission,None,0,0,0,3451,166,2,3,36,-166.466217,65.33142853
63,Z81,Salmon Lake,Salmon Lake,None,0,0,0,2053,68,1,3,493,-165.0150452,64.90898132
71,94Z,Nome City,Nome,None,0,0,0,2006,132,1,3,61,-165.390213,64.51144409
72,PAOM,Nome,Nome,None,0,0,0,6164,150,2,3,25,-165.4445038,64.51251984
73,Z47,Basin Creek,Basin Creek,None,0,0,0,2008,75,1,0,140,-165.2993927,64.67909241
77,PACZ,Cape Romanzof Lrrs,Cape Romanzof,None,0,0,0,3927,176,1,3,420,-166.0394592,61.7810173
78,PAHP,Hooper Bay,Hooper Bay,None,0,0,0,3270,86,1,3,18,-166.146698,61.52388
79,PACM,Scammon Bay,Scammon Bay,None,0,0,0,2995,74,1,0,15,-165.5737152,61.84456253
80,PAVA,Chevak,None,None,0,0,0,3251,107,1,3,53,-165.6009369,61.54082108
81,PAOO,Toksook Bay,Toksook Bay,None,0,0,0,3663,130,1,3,61,-165.0872192,60.54132462
82,PAMY,Mekoryuk,Mekoryuk,None,0,0,0,3648,163,1,3,53,-166.2702332,60.37238693
89,PAUT,Akutan,None,None,0,0,0,4502,75,1,3,121,-165.604126,54.14459991
90,PAAM,Driftwood Bay Air Force Station,Dutch Harbor,None,0,0,0,3466,105,1,3,24,-166.8575287,53.97201538
91,PADU,Unalaska,Unalaska,None,0,0,0,4132,102,1,3,18,-166.5450745,53.89893341
95,PAUA,Cape Field at Fort Glenn,Unalaska,None,0,0,0,7059,293,3,3,94,-167.8923492,53.37697983
97,PAOT,Ralph Wien Memorial,Kotzebue,None,0,0,0,6272,143,2,3,13,-162.6009979,66.88389587
98,5QC,Quartz Creek Kougarok,Quartz Creek,None,0,0,0,3295,97,1,1,416,-164.6600494,65.40787506
99,K29,Council,Council,None,0,0,0,3341,92,1,2,94,-163.7036285,64.89680481
100,PAWM,White Mountain,White Mountain,None,0,0,0,3508,100,1,3,244,-163.412735,64.68915558
101,2AK9,Independence Creek,Independence Creek,None,0,0,0,1713,82,1,2,250,-162.4598846,65.67341614
102,PADE,Deering,Deering,None,0,0,0,3660,59,2,3,23,-162.7670441,66.06921387
103,PAGZ,Granite Mountain AS,Granite Mountain,None,0,0,0,3971,144,1,3,1273,-161.2814331,65.40196991
111,AK26,Solomon State Field,Solomon,None,0,0,0,1629,46,1,3,25,-164.446167,64.56023407
112,PFEL,Elim,Elim,None,0,0,0,4054,129,1,3,143,-162.2706757,64.61487579
113,GLV,Golovin,Golovin,None,0,0,0,1998,48,1,1,50,-163.0387268,64.54381561
114,PAGL,Golovin,Golovin,None,0,0,0,4000,72,1,3,53,-163.0071716,64.55045319
115,WBB,Stebbins,Stebbins,None,0,0,0,3017,79,1,1,17,-162.2779846,63.51601028
116,PAMK,St. Michael,St. Michael,None,0,0,0,4588,145,1,3,93,-162.1103516,63.49007797
117,AUK,Alakanuk,Alakanuk,None,0,0,0,2262,52,1,3,47,-164.650528,62.67883682
118,PAEM,Emmonak,Emmonak,None,0,0,0,5220,158,1,1,16,-164.4907837,62.786129
119,PAUK,Alakanuk,None,None,0,0,0,4640,222,1,0,22,-164.7222443,62.68302917
120,PFKO,Kotlik,Kotlik,None,0,0,0,4419,53,1,3,13,-163.5326385,63.03060532
121,SXP,Sheldon Point,Sheldon Point,None,0,0,0,2905,42,1,0,18,-164.8476868,62.5203743
122,PAMO,Mountain Village,Mountain Village,None,0,0,0,4047,87,1,3,318,-163.6828308,62.09481049
123,PASM,St Mary'S,St Mary's,None,0,0,0,6424,107,2,3,303,-163.303894,62.05818939
124,0AK,Pilot Station,Pilot Station,None,0,0,0,3004,79,1,3,463,-162.8995514,61.93455124
139,IGT,Nightmute,Nightmute,None,0,0,0,3765,119,1,3,47,-164.7040253,60.46921539
140,PAEW,Newtok,Newtok,None,0,0,0,2400,58,1,3,13,-164.6412201,60.93909073
141,MLL,Marshall,Marshall,None,0,0,0,2041,42,1,3,78,-162.0679016,61.86746216
142,PARS,Russian Mission,Russian Mission,None,0,0,0,3622,100,2,1,58,-161.3196106,61.7768898
143,PPIT,Nunapitchuk,Nunapitchuk,None,0,0,0,2890,134,1,3,20,-162.4406433,60.90602875
144,4A2,Atmautluak,Atmautluak,None,0,0,0,3018,122,1,3,18,-162.2743378,60.86789703
145,PFKW,Kwethluk,Kwethluk,None,0,0,0,3270,75,1,3,25,-161.4437866,60.79024506
146,PABE,Bethel,Bethel,118.700Mhz,0,0,0,6390,150,3,4,120,-161.838562,60.77852249
147,PAPK,Napaskiak,Napaskiak,None,0,0,0,2996,60,1,3,11,-161.7783051,60.70290375
148,PANA,Napakiak,Napakiak,None,0,0,0,3265,80,1,3,16,-161.9785461,60.69033432
149,Z13,Akiachak,Akiachak,None,0,0,0,3902,125,1,3,23,-161.4933777,60.91382217
150,PACK,Chefornak,Chefornak,None,0,0,0,3708,113,1,3,50,-164.2791748,60.13680649
151,PAGG,Kwigillingok,Kwigillingok,None,0,0,0,2161,58,1,3,18,-163.1680756,59.87555313
152,PAKI,Kipnuk,Kipnuk,None,0,0,0,3692,137,1,3,19,-164.0281677,59.93161011
153,A61,Tuntutuliak,Tuntutuliak,None,0,0,0,3422,112,1,3,14,-162.6545868,60.3512001
154,PADY,Kongiganak,Kongiganak,None,0,0,0,2835,83,1,3,28,-162.8806458,59.96160889
155,EEK,Eek,Eek,None,0,0,0,3750,128,1,3,37,-162.043869,60.21372223
156,PAEE,Eek,None,None,0,0,0,3692,123,1,3,24,-162.0438232,60.21374512
157,GNU,Goodnews,Goodnews,None,0,0,0,3940,181,1,3,18,-161.5737762,59.11788559
158,PAQH,Quinhagak,Quinhagak,None,0,0,0,4198,105,1,3,41,-161.8450623,59.75494003
179,6AK1,Platinum Mine,Platinum,None,0,0,0,2141,28,1,0,100,-161.7114868,58.91123199
180,PAEH,Cape Newenham Lrrs,Cape Newenham,None,0,0,0,3946,150,1,3,378,-162.0638733,58.64813614
181,PAPM,Platinum,Platinum,None,0,0,0,5599,151,1,3,17,-161.8272552,59.01784515
185,PAKF,False Pass,False Pass,None,0,0,0,2625,125,1,3,13,-163.4071198,54.84783173
186,PAVC,King Cove,King Cove,None,0,0,0,3697,134,1,3,140,-162.2664642,55.11636353
187,PACD,Cold Bay,Cold Bay,None,0,0,0,10210,131,2,3,89,-162.7231598,55.20393753
188,PACS,Cape Sarichef,Cape Sarichef,None,0,0,0,3486,112,1,3,291,-164.9060211,54.58419418
193,PFNO,Curtis Meml,Noorvik,None,0,0,0,4640,141,1,3,48,-161.0222931,66.81754303
194,PAIK,Bob Baker Memorial,Kiana,None,0,0,0,3618,51,1,3,153,-160.4365845,66.97596741
195,8AK3,Roland Norton Memorial Airstrip,Selawik,None,0,0,0,2939,74,1,1,360,-160.14534,66.76016235
196,PASK,Selawik,Selawik,None,0,0,0,3480,124,2,3,13,-159.9859314,66.60015106
197,PAFM,Ambler,Ambler,None,0,0,0,2739,145,2,3,269,-157.8599091,67.10555267
198,PABL,Buckland,Buckland,None,0,0,0,3789,145,1,3,28,-161.1491089,65.98159027
199,HAY,Haycock,Haycock,None,0,0,0,2128,54,1,0,154,-161.1572113,65.20214844
200,PFKU,Koyukuk,Koyukuk,None,0,0,0,4621,172,1,3,149,-157.730423,64.87583923
201,PANU,Nulato,Nulato,None,0,0,0,4583,187,1,1,384,-158.0739899,64.72938538
211,PAKV,Kaltag,None,None,0,0,0,5120,138,1,3,175,-158.7434082,64.31812286
212,K40,Anvik,Anvik,None,0,0,0,4606,140,1,3,52,-160.1900635,62.6472702
213,PAGX,Grayling,Grayling,None,0,0,0,4651,119,1,3,118,-160.0662842,62.89213181
214,PAHX,Shageluk,Shageluk,None,0,0,0,3803,112,1,1,78,-159.5692444,62.69216537
215,PAHC,Holy Cross,Holy Cross,None,0,0,0,4623,137,1,3,74,-159.7750854,62.18824387
216,FLT,Flat,Flat,None,0,0,0,4700,96,1,1,309,-157.9868774,62.45277786
217,PFCR,Donlin Creek,None,None,0,0,0,5034,101,1,1,598,-158.2357178,62.0323143
225,PALG,Kalskag,Kalskag,None,0,0,0,3674,145,1,3,62,-160.3455963,61.53597641
226,PANI,Aniak,Aniak,None,0,0,0,5991,130,1,3,97,-159.5430756,61.58159637
227,PFAK,Akiak,Akiak,None,0,0,0,3188,126,1,3,40,-161.2306519,60.90290833
228,TLT,Tuluksak,Tuluksak,None,0,0,0,3341,124,1,3,36,-160.9234467,61.08771896
229,ZNC,Nyac,Nyac,None,0,0,0,4512,124,1,3,460,-159.9940948,60.9810257
230,PACH,Chuathbaluk,Chuathbaluk,None,0,0,0,3880,137,1,3,224,-159.2156219,61.57904434
231,CJX,Crooked Creek,Crooked Creek,None,0,0,0,2451,105,1,1,121,-158.135025,61.86779785
232,A63,Twin Hills,Twin Hills,None,0,0,0,2966,124,1,1,63,-160.275116,59.07448578
233,4AK7,Aleknagik Mission School,Aleknagik,None,0,0,0,1375,53,2,0,150,-158.5966949,59.28049469
234,5A8,New Aleknagik,Aleknagik,None,0,0,0,2080,98,1,3,57,-158.6179047,59.28255081
245,PATG,Togiak,Togiak Village,None,0,0,0,4701,111,2,3,17,-160.3948212,59.05446243
246,0Z3,Shannons Pond,Dillingham,None,0,0,0,2540,66,1,3,55,-158.5837555,59.05344772
247,17Z,Manokotak,Manokotak,None,1,0,0,3183,112,1,3,41,-159.0498962,58.99023819
248,93AK,The Queens,Queens,None,0,0,0,1354,99,1,1,25,-158.4722443,58.8715477
249,PADL,Dillingham,Dillingham,None,0,0,0,6391,133,1,3,70,-158.5055237,59.04468918
250,PAMB,Manokotak,None,None,0,0,0,3631,48,1,3,93,-158.9023438,58.93179703
251,PFCL,Clarks Point,None,None,0,0,0,3218,108,1,3,70,-158.5293884,58.83367157
252,PAPH,Port Heiden,Port Heiden,None,0,0,0,7665,314,2,3,86,-158.6333313,56.95955658
253,PAPN,Pilot Point,Pilot Point,None,0,0,0,3863,157,1,3,46,-157.5720367,57.58042526
254,UGB,Ugashik Bay,Pilot Point,None,0,0,0,5397,134,1,3,132,-157.7450562,57.42456436
255,A79,Chignik Lake,Chignik Lake,None,0,0,0,3077,68,1,3,40,-158.7778625,56.2554245
256,KCG,Chignik Fisheries,Chignik,None,0,0,0,959,16,1,3,21,-158.5895081,56.31792068
257,KCL,Chignik Lagoon,Chignik Flats,None,0,0,0,2193,90,1,0,25,-158.5344849,56.31095886
258,PAJC,Chignik,Chignik,None,0,0,0,3115,112,1,1,14,-158.3731232,56.31154251
273,PAAL,Port Moller Air Force Station,Cold Bay,None,0,0,0,3531,131,1,3,20,-160.5609283,56.0056839
274,PAOU,Nelson Lagoon,Nelson Lagoon,None,0,0,0,4570,129,1,3,12,-161.1604004,56.00751495
275,Z52,Johnsons Landing,Bear Lake,None,0,0,0,1366,32,2,1,130,-160.2649231,56.03694916
276,PASD,Sand Point,Sand Point,None,0,0,0,5206,146,1,3,21,-160.5215149,55.31372833
277,PAPE,Perryville,None,None,0,0,0,3901,142,1,3,25,-159.1609039,55.90671158
283,DCK,Dahl Creek,Dahl Creek,None,0,0,0,5450,70,1,3,260,-156.8915405,66.94255829
284,PAGH,Shungnak,Shungnak,None,0,0,0,4430,119,1,3,189,-157.1625671,66.88807678
285,PAOB,Kobuk,None,None,0,0,0,4634,196,1,3,139,-156.8972473,66.91236115
286,PABW,Barrow Airport,Barrow,None,0,0,0,2085,96,1,3,566,-156.9438171,67.0766983
287,2AK6,Hog River,Hogatza,None,0,0,0,4863,82,1,3,534,-155.6952667,66.18094635
288,PAHL,Huslia,Huslia,None,0,0,0,4037,140,1,3,214,-156.3514557,65.69788361
289,PAHS,Huslia,Huslia,None,0,0,0,3214,66,1,1,311,-156.3786469,65.70276642
290,PAGA,Edward G Pitka Sr,Galena,None,0,0,0,7245,132,1,3,149,-156.937027,64.73602295
299,1KC,Kalakaket Creek AS,Kalakaket Creek,None,0,0,0,3139,42,1,2,1598,-156.8192291,64.41648865
300,KCR,Colorado Creek,Colorado Creek,None,0,0,0,2497,82,1,0,860,-156.007782,63.57321167
301,99AK,Moore Creek,Moore Creek,None,0,0,0,2242,57,1,0,980,-157.1556549,62.59736633
302,Z17,Ophir,Ophir,None,0,0,0,2615,87,1,3,591,-156.5321198,63.14719772
303,PPCT,Takotna,None,None,0,0,0,3796,125,1,3,421,-156.0296326,62.99293518
304,AK40,Nixon Fork Mine,Mcgrath,None,0,0,0,3646,64,1,3,1510,-154.7619781,63.22847366
305,MDR,Medfra,Medfra,None,0,0,0,1776,115,1,3,538,-154.7198486,63.1056633
306,0AA4,Farewell,Farewell,None,0,0,0,4955,269,2,2,1489,-153.8930359,62.50645447
315,PASL,Sleetmute,Sleetmute,None,0,0,0,3111,29,1,1,191,-157.165802,61.70051956
316,RDV,Red Devil,Red Devil,None,0,0,0,5404,165,1,3,180,-157.3497162,61.78794098
317,SRV,Stoney River 2,Stoney River,None,0,0,0,2619,64,1,0,220,-156.5885162,61.78978348
318,2AK,Lime Village,Lime Village,None,0,0,0,1969,177,1,3,543,-155.4404907,61.35897446
319,PASV,Sparrevohn Lrrs,Sparrevohn,None,0,0,0,4394,135,1,3,1465,-155.5747223,61.09695435
320,9Z8,Levelock,Levelock,None,0,0,0,3284,77,1,0,53,-156.8598938,59.12707138
321,PAJZ,Koliganek,Koliganek,None,0,0,0,3021,78,1,3,254,-157.2595215,59.72665405
322,KEK,Ekwok,Ekwok,None,0,0,0,3873,128,1,1,130,-157.4711609,59.35687256
323,KLL,Levelock,Levelock,None,0,0,0,1911,101,2,0,39,-156.8652496,59.11771393
324,KNW,New Stuyahok,New Stuyahok,None,0,0,0,2171,129,1,1,198,-157.3283386,59.44986343
325,PANW,New Stuyahok,None,None,0,0,0,3844,66,1,3,349,-157.3731537,59.45157242
326,PAIG,Igiugig,Igiugig,None,0,0,0,3542,162,1,3,81,-155.9016418,59.32408905
327,PANO,Nondalton,Nondalton,None,0,0,0,2832,153,1,3,309,-154.8391724,59.98022079
328,4K0,Pedro Bay,Pedro Bay,None,0,0,0,3019,135,1,3,74,-154.1299744,59.79698181
329,TPO,Port Alsworth,Port Alsworth,None,0,0,0,3768,148,2,3,280,-154.3239899,60.20015717
330,PABM,Big Mountain,Big Mountain,None,0,0,0,4174,123,1,3,663,-155.2597809,59.36222839
331,PFKK,Kokhanok,Kokhanok,None,0,0,0,3901,141,1,3,110,-154.8025513,59.4332962
332,PAIL,Iliamna,Iliamna,None,0,0,0,5072,91,2,3,172,-154.911026,59.75386047
351,4AK9,Tibbetts,Naknek,None,0,0,0,2215,82,2,3,50,-157.0248108,58.73446655
352,5NK,Naknek,Naknek,None,0,0,0,2388,50,2,3,68,-157.0244751,58.73450851
353,PAKN,King Salmon,King Salmon,118.300Mhz,0,0,0,8894,150,2,4,65,-156.6495056,58.67707443
354,PFWS,South Naknek Nr2,South Naknek,None,0,0,0,3767,112,2,3,151,-157.0028076,58.70242691
355,AK60,Fort Jensen,Jensens,None,0,0,0,4757,82,1,0,240,-157.0946655,57.88469315
356,PAII,Egegik,Egegik,None,0,0,0,5619,280,2,3,83,-157.3742523,58.18551254
357,PAKL,Kulik Lake,Kulik Lake,None,0,0,0,4368,130,1,3,717,-155.0978699,58.96560669
358,9A8,Ugashik,Ugashik,None,0,0,0,3522,109,1,0,35,-157.3959808,57.52346039
359,AK96,Bartletts,Egegik,None,0,0,0,4911,29,1,1,25,-157.3864594,57.51646423
360,PALB,Larsen Bay,Larsen Bay,None,0,0,0,2626,92,1,3,79,-153.9766846,57.53508377
361,PAKY,Karluk,Karluk,None,0,0,0,2418,128,1,3,141,-154.4539795,57.56597519
362,PAKH,Akhiok,Akhiok,None,0,0,0,3466,94,1,3,41,-154.1827087,56.93864059
375,1AK1,Crevice Creek,Crevice Creek,None,0,0,0,2062,67,1,3,840,-152.0117188,67.36938477
376,PABT,Bettles,Bettles,None,0,0,0,5166,164,1,3,641,-151.5291595,66.91390991
377,PAPR,Prospect Creek,Prospect Creek,None,0,0,0,5031,193,1,3,1089,-150.643692,66.81395721
378,PAIM,Indian Mountain Lrrs,Utopia Creek,None,0,0,0,4202,151,1,3,1111,-153.7038269,65.9927063
379,PATA,Calhoun Meml,Tanana,None,0,0,0,4445,107,1,1,236,-152.1080475,65.17440033
380,80A,American Creek,American Creek,None,0,0,0,1361,50,1,3,503,-151.1769104,65.10403442
381,PAML,Manley Hot Springs,Manley Hot Springs,None,0,0,0,3488,74,2,3,275,-150.6455536,64.99240112
382,PAHE,Healy Airport,Healy,None,0,0,0,1836,52,1,1,761,-150.8719177,65.08900452
391,2K5,Telida,Telida,None,0,0,0,2982,130,1,2,625,-153.281662,63.37990189
392,5Z5,Kantishna,Kantishna,None,0,0,0,1887,32,1,1,1566,-150.9950714,63.54098511
393,Z90,Stampede,Kantishna,None,0,0,0,1946,62,1,1,1843,-150.330246,63.75121307
394,8KA,Tatitna,Tatitna,None,0,0,0,2044,61,1,0,1490,-153.3699951,62.29386902
395,PAFL,Tin Creek,Farewell Lake,None,0,0,0,2050,19,1,0,1182,-153.6129608,62.53218842
396,6AK,Rainy Pass,Rainy Pass,None,0,0,0,1532,35,1,1,1900,-152.7174835,62.08374786
397,33AK,Nugget Bench,Nugget Bench,None,0,0,0,1334,74,1,2,2010,-150.9454803,62.51591873
398,02AK,Rustic Wilderness,Willow,None,0,0,0,2296,82,1,3,190,-150.0975494,61.87720871
399,0AK3,Parker Lake,Montana Creek,None,0,0,0,992,34,1,3,250,-150.4911804,62.03489304
400,21AK,Montana Creek,Talkeetna,None,0,0,0,2424,50,1,3,250,-150.0670319,62.08296585
401,3AK3,Songlo Vista,Talkeetna,None,0,0,0,1753,34,1,3,825,-150.2202454,62.56355667
402,PATK,Talkeetna,Talkeetna,None,0,0,0,3471,68,1,3,360,-150.0926361,62.32140732
403,0AA5,Rangeview Airstrip,Y,None,0,0,0,1264,89,1,0,470,-150.3343964,62.31044769
404,45AA,Davidson Strip,Willow,None,0,0,0,590,27,1,1,383,-150.5396576,62.16274643
405,51AK,Birch Creek Landing,Y,None,0,0,0,2480,66,1,0,400,-150.0636292,62.23872375
406,AK19,Carl'S Landing,Y,None,1,0,0,2085,56,1,3,300,-150.063736,62.17289352
423,1AK6,Talachulitna River,Sketna,None,0,0,0,2782,82,1,2,282,-151.4003906,61.85585403
424,PABG,Beluga,Beluga,None,0,0,0,5057,100,2,3,77,-151.0466003,61.17309189
425,0AK9,Falcon Lake Strip,Anchorage,None,0,0,0,1927,32,1,3,110,-150.058548,61.33352661
426,25AK,Honeybee Lake Aero Park,Willow,None,0,0,0,1796,26,2,3,200,-150.0635529,61.71232605
427,36AK,Flyway Farm Airstrip,Wasilla,None,0,0,0,2584,86,2,3,150,-150.0657806,61.34470749
428,44AK,West Papoose Lake Airpark,Wasilla,None,0,0,0,1444,48,1,2,230,-150.1031494,61.53344727
429,64AK,Carpentiers Strip,Anchorage,None,0,0,0,1040,51,1,1,175,-150.0279999,61.43877411
430,8AK6,Little Susitna,Susitna Station,None,0,0,0,2645,142,1,1,70,-150.2637787,61.37026978
431,AK36,Point Mac,Anchorage,None,0,0,0,1885,40,1,1,123,-150.1222839,61.43571472
432,AK67,Skid Marks,Willow,None,0,0,0,1475,60,1,1,64,-150.0725098,61.73872375
433,AK69,Long Lake,Willow,None,0,0,0,2565,18,1,3,200,-150.0973206,61.72846222
434,AK72,Jewell,Willow,None,0,0,0,1516,43,1,1,113,-150.5993805,61.70542526
435,AK90,Shirley Lake,Willow,None,0,0,0,2004,82,1,1,185,-150.1152344,61.7448082
436,PAUO,Willow,Willow,None,0,0,0,4738,75,1,3,206,-150.0513763,61.75419235
437,30AK,Doyle Estates,Kenai,None,0,0,0,2552,107,1,3,50,-151.2599792,60.50581741
438,3AK4,Johnson,Kenai,None,0,0,0,1677,38,1,3,102,-151.3393555,60.63264847
439,52AK,Basquo,Kenai,None,0,0,0,2098,82,1,3,63,-151.2483521,60.50549698
440,5AK0,Trading Bay Production,Trading Bay,None,0,0,0,4187,67,1,3,200,-151.7998657,60.81755066
441,6AK3,Butler Aviation,Kenai,None,0,0,0,1878,88,1,1,185,-151.2779846,60.72903442
442,6Z1,Arness Lake,Kenai,None,0,0,0,1674,43,1,3,120,-151.3037415,60.64572906
443,7AK3,Gaede,Soldotna,None,0,0,0,2536,63,2,3,115,-151.1689148,60.4764595
444,8AK2,Carty's Airstrip,Kenai,None,0,0,0,2548,79,1,1,150,-151.2940063,60.70087814
445,AK73,McGahan Industrial Airpark,Nikishka,None,0,0,0,3518,74,1,3,150,-151.3093262,60.72309113
446,PAEN,Kenai Muni,Kenai,121.300Mhz,0,0,0,7841,150,2,4,96,-151.2413483,60.57479477
447,PASX,Soldotna,Soldotna,None,0,0,0,4969,122,1,3,100,-151.0381927,60.47497177
448,1AK4,Rotor Air,Soldotna,None,0,0,0,2100,96,1,3,200,-150.7520447,60.52406311
449,40AK,Sterling Air Park,Sterling,None,0,0,0,3669,77,1,3,275,-150.8358459,60.55719757
450,6AK5,Fire Island,Anchorage,None,0,0,0,2700,71,2,1,55,-150.1607971,61.17004395
451,7AK5,Dahler Homestead,Soldotna,None,0,0,0,1457,117,1,0,300,-150.9364624,60.50373459
452,7AK6,Dan France,Soldotna,None,0,0,0,1780,38,1,3,260,-150.9285126,60.47594452
453,88AK,Dutch Landing Strip,Sterling,None,0,0,0,1431,41,1,3,300,-150.8700409,60.53996277
454,AK39,South Gasline,Sterling,None,1,0,0,3487,36,1,0,381,-150.1752014,60.70000076
455,AK55,Moose Run Airstrip,Soldotna,None,0,0,0,2007,58,1,1,290,-150.8012238,60.48942184
456,AK01,Alaska Airpark,Sterling,None,0,0,0,1745,48,1,3,336,-150.6248016,60.52908707
457,AK05,Breeden,Sterling,None,0,0,0,759,25,1,0,365,-150.5987701,60.54201508
458,AK18,Camp Point,Homer,None,0,0,0,903,15,1,3,8,-153.0866089,59.83314514
460,0AK7,Bradley Lake Hydroelectri Project Airstrip,Homer,None,0,0,0,1990,75,1,3,18,-150.9639435,59.77593613
461,41AK,Winter's Strip,Kasilof,None,0,0,0,2037,67,1,2,112,-151.3201752,60.31184387
462,5KS,Kasilof,Kasilof,None,0,0,0,2565,60,1,3,105,-151.2626953,60.3507309
463,AK17,Glacierview Strip,Homer,None,0,0,0,768,53,1,0,1600,-151.2165375,59.76703644
464,NIN,Ninilchik,Ninilchik,None,0,0,0,2418,54,1,1,276,-151.5896301,60.02012253
465,00AK,Lowell Field,Anchor Point,None,0,0,0,2552,48,1,3,252,-151.6924744,59.94773102
466,2AK4,Oyster Cove,Homer,None,0,0,0,1111,59,1,3,45,-151.5116119,59.46962738
467,46AK,Bear Cove Farm,Homer,None,0,0,0,1148,41,1,2,115,-151.0211487,59.73753738
468,4Z9,Jakolof Bay,Jakolof Bay,None,0,0,0,999,33,1,0,5,-151.5213623,59.45186615
469,AK07,Dog Fish Bay,Anchorage,None,0,0,0,1642,40,1,0,10,-151.8749847,59.24616623
470,PAHO,Homer,Homer,None,0,0,0,6701,147,1,3,45,-151.4767151,59.64558029
471,PASO,Seldovia,Seldovia,None,0,0,0,2584,47,1,3,29,-151.7052002,59.44352341
472,PGM,Port Graham,Port Graham,None,0,0,0,2369,77,1,3,93,-151.8299866,59.34839249
523,ORI,Port Lions,Port Lions,None,0,0,0,2201,90,1,3,42,-152.8475647,57.88490295
524,PAKD,Kodiak Mun,Kodiak,None,0,0,0,2650,29,1,3,139,-152.3735657,57.80619812
525,PADQ,Kodiak,Kodiak,119.800Mhz,0,0,0,7523,142,3,4,35,-152.4931793,57.74941635
526,6R7,Old Harbor,Old Harbor,None,0,0,0,2992,117,1,0,54,-153.2701721,57.2180481
531,HI99,Sand Island,Kure Atol,None,0,0,0,3900,132,1,3,14,-178.2969666,28.3893795
532,PMDY,Henderson Field,"Midway Atoll, Sand I",None,0,0,0,7792,142,1,3,15,-177.381424,28.20153236
535,PHFS,Tern I.,Tern I.,None,0,0,0,2951,133,1,0,10,-166.2849884,23.8695507
537,HI01,Princeville,Hanalei,None,0,0,0,3383,57,1,3,344,-159.4449921,22.20940018
